Initiator: 100
Participant: 30
Services: 10
I1	210.463709
I1	213.016826
I1	214.047095
I1	214.100803
I1	212.002004
I1	219.37484
I1	213.674264
I1	219.170037
I1	222.229767
I1	235.695211
I0	244.979096
I0	241.779092
I0	242.583138
I0	244.116798
I0	245.815105
I0	247.694478
I0	249.202732
I0	250.586918
I0	281.252649
I0	283.772725
I9	276.77695
I9	276.705279
I9	276.808726
I9	269.980214
I9	269.832704
I9	269.820679
I9	270.499879
I9	279.48751
I3	369.790392
I3	366.941966
I3	367.4272
I3	367.801313
I3	367.721416
I3	367.638033
I3	367.548746
I9	342.391654
I8	388.124487
I8	389.322825
I13	342.930865
I5	405.153557
I5	403.644155
I5	403.403991
I5	402.895287
I12	344.210965
I13	348.209027
I12	346.065494
I13	350.881859
I12	338.684558
I3	410.661724
I12	343.260508
I6	414.647208
I15	339.191334
I8	405.853811
I6	419.838047
I17	345.713846
I6	443.749486
I6	447.129169
I17	346.31203
I6	447.058978
I6	446.88602
I6	446.854991
I15	369.115568
I17	346.791465
I15	369.446608
I4	447.752541
I7	420.781492
I12	386.681324
I4	447.938724
I4	449.304562
I24	304.977625
I4	449.433199
I5	448.003763
I32	247.997638
I4	449.864646
I4	449.794155
I11	414.924514
I22	323.124542
I24	306.269165
I22	323.235113
I22	323.25481
I24	306.791138
I7	418.474315
I5	450.129087
I7	412.637439
I5	450.179097
I24	307.310595
I5	449.957189
I7	400.685863
I10	402.456606
I8	441.254591
I9	415.492823
I13	394.444251
I13	394.723695
I15	376.493187
I17	355.17169
I12	394.153392
I13	397.60158
I13	398.475574
I2	448.151028
I2	454.542706
I2	455.238619
I32	272.339898
I17	374.528786
I20	335.148703
I20	329.300054
I2	474.723025
I2	484.969863
I22	375.842762
I10	464.404313
I7	493.760603
I2	511.354687
I20	379.119826
I16	448.15061
I16	448.370887
I16	448.499938
I11	504.065255
I24	395.4384
I24	395.159505
I13	480.561353
I8	529.768294
I15	464.65458
I31	344.238202
I31	344.799999
I4	558.93646
I25	408.824771
I25	408.857181
I6	576.495879
I28	387.796232
I33	376.592788
I33	380.807866
I28	394.007228
I2	597.639602
I5	596.769257
I32	401.285766
I20	485.234951
I16	530.337272
I14	549.404027
I14	550.065014
I20	474.808285
I3	622.335174
I14	554.458296
I12	558.036344
I37	416.277974
I36	430.574041
I15	566.3719
I23	513.079165
I22	522.59155
I11	618.495035
I26	479.739775
I4	654.420895
I6	655.971405
I31	457.73394
I8	646.87898
I2	649.373437
I17	559.692862
I23	526.273175
I23	526.486082
I18	548.521881
I25	506.693466
I18	557.643868
I32	473.979078
I33	474.619774
I21	557.661323
I30	464.295952
I35	472.273884
I29	474.383324
I19	601.489642
I10	664.030639
I21	595.215279
I16	627.894388
I26	542.498183
I27	543.841358
I38	470.980582
I34	499.979075
I23	586.237295
I39	468.247407
I18	608.454623
I14	651.078379
I7	671.206492
I13	664.024949
I28	538.089816
I24	583.70352
I19	619.434353
I5	728.020327
I44	472.819326
I41	490.246264
I46	484.785271
I46	488.49706
I35	550.747107
I11	717.152755
I46	496.003026
I46	496.235434
I40	502.084848
I37	545.068234
I46	501.529694
I36	556.12264
I43	505.296562
I42	513.229617
I22	639.887056
I39	520.782035
I44	513.018224
I44	513.203602
I44	513.248744
I44	513.287324
I15	697.078989
I43	518.308241
I30	571.851491
I3	784.907942
I33	603.468537
I8	792.92451
I2	795.53804
I6	804.434421
I47	530.619542
I4	820.958386
I21	702.851377
I32	625.921671
I26	650.388859
I14	760.309438
I12	759.428047
I17	737.026732
I20	691.317904
I28	649.427849
I34	620.049086
I29	628.640034
I42	585.217018
I43	581.474913
I45	580.173841
I38	597.627021
I22	712.48241
I27	673.636654
I11	799.670556
I13	791.409044
I37	632.158095
I30	643.769607
I36	645.910167
I33	656.263867
I34	639.467295
I24	715.004745
I23	725.693678
I19	750.7633
I16	772.938217
I29	648.884326
I7	811.969902
I18	750.957509
I28	675.446738
I12	792.716259
I15	788.71591
I47	589.359135
I25	707.897406
I45	607.435883
I19	762.99099
I27	698.030771
I21	754.427982
I29	661.335101
I30	661.511304
I39	624.837158
I41	624.982109
I42	625.316959
I10	811.228119
I18	763.742568
I38	635.263733
I21	763.875798
I24	738.853273
I22	750.812453
I31	684.019222
I42	629.097517
I10	837.771697
I36	682.75963
I34	674.284415
I26	712.486265
I26	687.636282
I12	823.799561
I25	733.925566
I38	649.55587
I14	826.075801
