Initiator: 100
Participant: 40
Services: 1
I5	59.904547
I1	66.097731
I3	68.50273
I6	82.747258
I7	93.931255
I2	96.86774
I4	96.495622
I0	103.282538
I9	86.143134
I15	66.941973
I11	65.797321
I19	41.29888
I13	61.839371
I14	62.308756
I17	46.956908
I16	48.455696
I18	53.812712
I12	76.154563
I10	102.875172
I21	47.149416
I8	104.531163
I22	53.336603
I24	42.706069
I20	77.336119
I27	33.016061
I23	69.634683
I32	25.905293
I25	39.767026
I29	48.518425
I30	54.578136
I35	33.296659
I33	56.657702
I26	77.100696
I39	29.406026
I28	78.225754
I34	62.952864
I31	85.906864
I38	50.142059
I40	53.422159
I37	59.945173
I45	42.789958
I42	68.290428
I41	86.394319
I44	87.808922
I36	122.383087
I63	53.564435
I43	105.436018
I54	85.567565
I56	77.921157
I49	97.154627
I62	63.103874
I68	42.117552
I53	82.896149
I55	83.761473
I64	55.421033
I46	102.45535
I66	44.555715
I57	75.717446
I52	87.843655
I72	42.613615
I60	75.907818
I51	103.495264
I73	35.970203
I59	74.726297
I48	111.45714
I71	54.685248
I61	76.819301
I69	58.476981
I67	59.176445
I47	115.4921
I58	83.501986
I50	118.775543
I65	74.909879
I70	63.08786
I74	18.112052
I75	18.297658
I76	4.740666
I77	8.694213
I79	8.051231
I78	9.042355
I80	12.564346
I82	8.823545
I84	30.040331
I81	35.95282
I83	35.206015
I86	28.763638
I88	25.18085
I85	34.947095
I87	29.312564
I92	23.02198
I90	24.553499
I91	24.753468
I96	14.133882
I97	7.629563
I89	28.831097
I93	27.639031
I94	29.210532
I98	6.512244
I99	7.306194
I95	14.144704
Terminator: I will be back
Initiator: 100
Participant: 40
Services: 1
I8	102.519884
I15	66.670935
I14	100.116261
I0	128.373504
I4	126.192414
I7	128.045898
I1	139.541121
I12	120.603493
I17	86.591745
I18	86.340732
I2	140.548093
I20	58.919283
I13	112.973222
I19	83.125684
I5	141.333876
I6	141.939434
I21	64.680904
I11	148.335422
I10	154.987305
I24	35.872752
I9	156.605987
I3	158.777388
I23	43.491511
I16	109.61217
I25	25.717097
I22	59.713627
I27	30.090207
I28	38.379735
I29	48.715303
I30	61.319044
I32	57.468287
I34	60.935214
I33	68.591427
I26	100.543505
I37	73.121743
I39	73.739897
I41	80.789024
I47	58.206075
I36	91.4099
I38	92.550247
I40	92.169941
I42	77.187248
I31	107.129325
I35	97.835187
I43	83.97492
I52	65.414456
I45	83.174177
I54	50.933051
I46	90.119867
I48	82.042349
I58	46.828144
I44	94.663869
I53	73.410024
I56	47.824519
I61	27.201365
I49	83.957783
I50	82.255186
I57	49.362895
I62	22.35793
I60	51.776921
I55	58.607808
I59	44.569233
I51	88.141308
I63	17.923178
I64	5.811844
I65	11.927626
I67	25.54146
I68	33.716385
I66	47.164313
I70	52.79465
I72	46.255359
I78	45.311644
I73	64.511777
I69	73.930066
I77	56.799206
I89	34.561156
I87	35.529243
I74	72.480927
I71	77.479068
I90	42.942429
I88	43.729935
I76	73.869376
I86	49.543246
I85	53.068959
I75	82.040962
I91	55.659283
I80	84.348199
I92	73.075508
I97	43.711606
I79	90.48862
I83	81.33226
I94	52.497555
I95	52.590667
I81	82.738593
I93	58.17731
I99	39.362397
I98	45.896899
I84	85.940851
I82	88.262839
I96	57.272777
Terminator: I will be back
Initiator: 100
Participant: 40
Services: 1
I4	60.919445
I5	60.255929
I0	75.78852
I6	76.399917
I3	88.93585
I11	63.246332
I9	78.953305
I8	53.441942
I7	86.468875
I10	89.370057
I15	56.413608
I1	112.193846
I2	112.353289
I12	62.975408
I13	68.177835
I14	82.388227
I18	38.402431
I17	44.660161
I21	30.977081
I23	32.99062
